Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_JULY,DUE_AMT_AUG,DUE_AMT_SEP,DUE_AMT_OCT,DUE_AMT_NOV,DUE_AMT_DEC,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,NEXT_MONTH_DEFAULT
A16972,200000,1,1,1,2,-1,0,0,0,0,0,33791,36124,37845,41203,36477,36932,3599,3010,4059,1642,1386,3465,0
A16973,1500000,1,0,0,3,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
A16974,400000,0,2,1,0,0,0,0,0,0,0,113068,82645,86831,67172,62680,64066,23100,7015,11592,11564,6985,7644,0
A16975,200000,0,2,1,0,2,2,2,2,0,0,93211,95604,97290,95033,97274,99302,4620,3892,0,3823,3943,3969,1
A16976,100000,0,1,1,0,0,0,0,0,0,0,69864,68468,70342,67893,69397,65687,3929,3696,3465,2529,3465,4620,0
A16977,500000,0,0,1,0,-1,-1,-1,-1,-1,-1,8071,5812,5147,14641,5290,8362,5812,5147,14641,5290,8362,15024,0
A16978,100000,0,2,0,1,1,3,2,2,2,2,66343,64627,62943,67639,65860,71499,0,0,6468,0,6699,0,0
A16979,300000,0,0,0,1,1,-1,-1,-1,-2,-1,0,1966,3661,-2,-2,6916,1966,3671,0,0,6918,0,1
A16980,100000,0,1,0,1,1,2,0,0,0,0,68427,66648,68785,68094,69970,64225,0,3927,3927,3465,3465,3465,0
A16981,400000,0,1,1,0,0,0,0,0,-1,-1,153262,36424,25119,10316,4909,10213,4220,4105,2714,4909,10213,49912,0
A16983,1000000,0,0,1,0,-1,-1,-1,-1,0,0,1820,1700,1700,2368,63038,65008,2310,1700,2368,62370,4620,2541,0
A16984,200000,0,1,1,0,0,0,0,0,0,0,41829,42763,44971,39245,40023,40998,3234,3003,6468,1430,1617,2310,0
A16985,1000000,0,2,0,1,-1,-1,-1,0,0,-2,50196,46200,20005,23130,-55,-55,46200,20005,3488,0,0,11987,0
A16986,1000000,0,0,1,0,0,0,0,0,0,0,539249,546306,560050,479632,456558,447502,20790,23809,20822,13927,13892,13939,0
A16987,1000000,0,0,1,1,-2,-2,-2,-2,-2,-2,2063,6417,9360,2257,2257,1044,6805,9360,2257,2257,1044,4844,1
A16988,400000,0,0,0,1,2,0,0,0,0,0,128351,127563,125417,123109,119099,121968,5821,5798,5660,3872,4389,4218,1
A16989,100000,0,0,1,0,0,0,0,2,0,0,19122,18221,23294,22405,22405,0,3012,5775,14,0,0,0,0
A16990,200000,0,1,1,0,0,0,-1,0,-1,-1,108133,93458,116937,97325,35368,44784,2393,116937,2654,35368,44784,889,0
A16991,200000,0,2,1,0,0,0,2,2,2,0,86054,87953,76188,73590,68485,68341,12705,14308,2772,0,4620,4620,0
A16992,200000,0,2,1,0,2,2,2,2,2,2,84696,93236,91109,95445,32331,34590,10686,0,6937,0,2786,0,1
A16995,200000,0,2,1,0,2,0,0,0,0,0,112474,111767,114230,114821,21880,22340,4800,4953,3234,783,813,1155,1
A16996,100000,0,1,1,0,4,4,3,2,0,0,36838,35597,34375,32626,32737,2934,0,0,0,111,0,0,0
A16997,200000,0,2,1,0,0,0,-1,-1,-1,-1,19831,0,2033,0,347,1220,0,2033,0,347,1220,59540,0
A16998,400000,0,2,1,0,-2,-2,-2,-2,-2,-2,-390,8002,17484,18780,1257,342,10947,51446,19695,1257,342,167226,0
A16999,200000,0,0,1,0,-1,-1,-1,-1,-1,-1,901,901,901,901,901,1247,901,901,901,901,1247,901,0
A17000,100000,0,2,1,0,0,0,0,0,0,0,64745,58392,54250,63153,57960,0,4664,5800,23100,1160,0,0,0
A17001,200000,0,2,1,0,0,0,0,0,0,0,57230,59993,61598,63118,68367,60582,4622,3467,3467,6932,2123,8087,0
A17002,100000,0,2,1,0,1,-1,-1,-2,-2,-2,8877,915,0,0,0,0,4620,0,0,0,0,0,1
A17003,300000,0,1,1,0,0,0,0,0,0,0,158612,150714,121164,80852,68549,66221,10028,4777,7658,2377,3082,3865,0
A17004,100000,0,0,1,0,0,0,0,0,0,0,67826,68882,70644,66951,64558,61515,4158,6930,3243,1291,1231,2310,0
A17005,200000,0,2,1,0,2,2,2,3,2,2,44100,42705,51326,49711,46449,42058,0,9337,0,1497,0,2128,0
A17006,400000,0,0,1,0,1,-1,-1,-1,-1,2,-462,462,462,462,1271,1271,1386,462,462,1271,462,0,0
A17007,100000,0,1,0,0,0,0,0,0,2,2,25396,27734,36884,40601,39261,42095,3465,10395,5052,0,3465,0,1
A17008,100000,0,0,1,0,0,-1,-1,0,0,0,71379,947,66720,56112,63532,65008,947,66720,3950,13860,2772,2714,1
A17009,200000,0,2,1,0,2,2,2,2,2,2,114107,116396,118850,110573,117914,118083,4851,5082,0,9933,4851,0,0
A17010,1000000,0,0,1,1,0,0,0,0,0,0,354943,361074,318089,442397,279723,383860,62084,23410,197390,23423,203504,23299,0
A17013,100000,0,0,1,0,-1,-1,0,0,0,0,15976,32141,23400,14241,14241,14588,32340,2645,2195,0,347,13860,0
A17015,100000,0,2,1,0,0,0,0,0,0,2,64999,52014,55782,58759,65583,64220,4620,4620,4620,8547,0,3465,0
A17016,200000,0,0,1,0,2,2,0,0,0,0,112259,113788,106743,107586,109101,111531,4158,4158,4158,4158,4158,4620,1
A17017,200000,0,0,1,0,0,0,0,0,0,0,182171,164296,137889,134107,102975,106004,9240,6930,4260,3620,4620,4620,0
A17018,100000,0,2,1,0,0,0,0,2,2,0,77085,79494,86958,87840,84359,84832,3696,8778,3003,0,3234,3234,1
A17019,200000,0,2,1,0,0,0,0,0,0,0,103557,106687,109050,109127,111370,105911,4851,4802,5775,4620,4620,3927,0
A17020,100000,0,0,1,0,0,0,2,0,0,0,16094,21250,20577,22352,22361,19272,5828,0,2310,9,386,8166,1
A17021,200000,0,2,0,0,2,0,0,0,2,0,141913,137117,133474,143934,139605,128131,6584,4920,16286,0,7369,4851,1
A17022,200000,0,0,1,0,1,2,0,0,0,0,10243,9737,12107,14410,13811,17307,0,2548,2541,497,4620,2310,0
A17023,200000,0,2,1,0,0,0,0,0,0,0,15720,19517,23800,27112,24530,115204,4620,4620,4620,2310,92405,4641,0
A17024,200000,0,0,1,0,0,0,0,0,0,0,17713,20508,23278,25879,26149,26535,3465,3465,3696,1386,1155,1386,1
A17025,100000,0,1,1,0,0,0,-1,0,0,-1,20610,15472,432,2742,0,3246,2945,432,2310,0,3246,1439,0
A17026,100000,0,2,1,0,2,2,2,0,0,0,62834,64387,58688,53913,41277,35306,9240,0,4620,4620,3465,2310,1
A17027,100000,0,2,1,0,0,0,0,0,0,0,43486,42839,42980,43668,44890,43664,3003,3726,3005,1917,1612,1899,1
A17028,200000,0,0,1,0,-1,-1,-1,-1,-1,-2,901,0,901,1802,0,0,0,901,1802,0,0,0,1
A17029,100000,0,2,1,0,0,0,0,0,0,0,62261,63322,64299,65177,65477,67117,4022,4620,3324,2215,3465,3259,0
A17030,200000,0,2,1,0,0,0,0,0,0,0,116999,116902,115276,94902,68457,69903,4401,4160,3391,2409,2506,2756,0
A17031,200000,0,0,1,0,1,2,2,2,0,0,98431,96170,101799,86382,74576,75780,0,8106,0,3008,2751,3447,0
A17032,200000,0,1,1,0,2,2,2,2,2,2,96419,98764,101358,99046,105569,107923,4620,4851,0,8894,4389,3696,1
A17033,200000,0,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
A17034,100000,0,0,1,0,3,2,2,7,7,7,5544,5544,5544,5544,5544,5544,0,0,0,0,0,0,1
A17035,100000,0,2,0,0,0,0,0,0,0,0,15944,18300,20649,22021,22389,22705,2638,2677,2633,1599,1915,2310,1
A17037,400000,0,2,1,0,0,0,0,0,0,0,80420,82712,85061,83818,84738,85817,4359,6930,3650,2989,3130,11550,0
A17038,100000,0,0,1,0,0,0,-1,-1,-1,2,43890,34913,13470,34151,2220,718,2310,13470,34151,2220,0,36348,0
A17039,100000,0,0,1,0,0,0,0,0,0,0,58415,63638,66491,66315,64486,70069,6930,4620,4158,4620,6930,5775,0
A17040,300000,0,2,1,0,2,2,2,2,2,3,215592,220108,223317,226341,237475,233218,10164,8778,8778,16863,0,1568,1
A17042,500000,0,2,1,0,0,0,0,0,0,0,60113,57738,53430,64971,60300,43520,3731,2772,61684,4860,16170,27136,0
A17043,1000000,0,2,1,0,0,0,0,-1,-1,-1,60425,59305,33010,17302,6842,0,13105,16170,17302,6842,0,0,0
A17044,200000,0,2,0,0,2,2,2,2,2,2,108108,110487,112885,114276,110887,117244,4851,4851,3929,2,9023,0,1
A17047,200000,0,2,1,0,0,-1,0,0,0,-1,7103,138156,134114,137858,12878,4003,141044,5050,13091,2772,4620,0,1
A17048,200000,0,2,0,0,0,0,0,0,0,0,156096,161414,131497,65653,20111,67625,8868,4620,6930,2541,64680,2726,0
A17049,200000,0,2,0,0,2,3,2,2,2,0,80175,78230,76325,81506,73001,74431,0,0,6699,0,2772,3255,1
A17050,200000,0,2,0,0,2,0,0,2,0,0,77611,80233,86533,84449,87653,89586,4620,8316,0,4620,3696,3696,1
A17051,100000,0,2,1,0,2,2,0,0,0,2,72375,56697,65297,70386,67646,59510,0,12936,6942,2772,0,11550,1
A17054,100000,0,2,1,0,0,0,0,0,0,-1,88683,46905,18462,31240,44629,19473,6024,4620,25872,21682,33495,24948,1
A17057,100000,0,2,0,0,0,0,0,0,0,0,33571,38194,39762,40940,40266,41307,6935,4625,3587,2315,4625,2310,0
A17058,100000,0,1,1,0,2,2,0,0,0,0,68822,67008,67099,68161,26817,27052,0,3897,2650,1210,924,1538,1
A17059,100000,0,2,1,0,0,0,0,0,0,0,58882,61201,63604,65089,65602,66193,3308,3400,3343,2312,2379,2446,1
A17060,200000,0,2,1,0,2,0,0,0,0,0,136059,138646,139050,140596,93583,91298,6276,6766,5611,3583,3620,3363,1
A17061,100000,0,2,0,0,0,0,0,-1,-1,0,45431,46140,12684,1920,46403,45583,3465,2310,1920,47355,2310,2541,1
A17062,200000,0,1,1,0,2,0,0,0,0,0,117008,113994,110868,92922,64283,65629,5059,4682,5091,2301,2382,2419,0
A17064,100000,0,0,1,0,0,0,0,2,2,0,67099,69443,68512,67623,43359,32248,3483,6967,3996,37,2312,2310,1
A17066,300000,0,2,1,0,0,0,0,0,-1,0,234728,229644,236202,205611,184460,187041,23100,39323,20656,200855,76230,16200,0
A17069,400000,0,2,0,0,0,0,0,0,0,0,293659,180561,183197,187050,193197,201633,9240,6930,6930,11550,11550,11550,0
A17070,200000,0,0,1,0,2,0,0,0,0,0,113310,110940,109404,102317,41134,42328,6944,5313,7078,4156,1825,2541,1
A17071,1000000,0,2,1,0,0,0,0,2,2,2,287255,305500,343259,313502,175821,60905,23100,45941,5775,23798,40425,6930,0
A17073,200000,0,0,1,0,0,0,0,0,0,0,88905,95140,95946,85408,91432,96597,11550,11550,6930,9240,11550,4620,0
A17074,1000000,0,2,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
A17075,500000,0,2,1,0,0,0,2,0,0,0,405255,451792,440554,306609,300208,154186,57103,0,13860,93440,30030,11550,0
A17076,200000,0,2,1,0,0,0,0,0,0,0,108496,85267,75343,68810,63668,60358,3696,3465,3465,2772,2490,2197,0
A17078,400000,0,2,1,0,0,0,2,2,2,2,228718,246747,253282,245830,256710,261501,25410,13860,0,18480,9240,11550,0
A17080,300000,0,2,1,0,0,0,0,0,0,0,203250,199538,204659,196029,161123,109480,9240,9009,6930,4620,4620,4620,0
A17081,1000000,0,2,1,0,0,0,0,0,0,0,20859,22372,25401,30374,33853,39577,2643,6930,6930,4620,6930,4620,0
A17082,100000,0,2,1,0,0,0,0,0,0,0,42779,46650,45364,39727,32924,42677,4620,3179,2590,1063,13860,1441,0
A17083,200000,0,0,1,0,0,0,0,0,0,0,104740,103301,92405,87798,73684,46556,4620,11642,18559,6997,11550,114197,0
A17084,200000,0,0,1,0,0,0,2,2,2,2,57768,64195,62506,68157,68893,67473,7392,0,6699,2541,0,5544,0
A17086,100000,0,2,1,0,0,0,2,2,2,0,15613,20617,19951,23740,22490,22416,5660,0,4158,0,1155,1386,1
A17087,100000,0,0,1,0,1,4,4,3,2,3,60487,69171,67912,66140,70139,68362,10437,476,0,5775,0,4620,0
A17089,200000,0,0,1,0,0,0,0,0,0,2,30568,29503,33622,36505,44391,43354,3465,4620,3465,8547,0,2079,0
A17092,100000,0,2,1,0,1,2,3,2,2,0,41199,49018,47501,43142,42229,39873,9240,0,2310,0,4620,4620,0
A17093,200000,0,2,1,0,0,0,0,0,0,0,131894,134290,135475,137720,131827,133213,6142,5059,4800,4625,4763,4786,1
A17094,200000,0,2,0,0,0,0,0,0,0,0,171811,175876,181025,181104,184800,184800,6930,7981,4528,4620,0,0,0
A17095,1000000,0,2,1,0,0,0,0,0,0,0,181882,146671,127706,98621,98270,78995,5313,4620,3546,2733,3465,4620,0
A17096,200000,0,0,1,0,0,0,0,0,0,0,166597,165632,165239,164523,109813,112910,6006,6237,5082,4620,7953,4620,0
A17097,200000,0,0,1,0,0,0,0,0,0,0,163751,147616,150723,145433,148323,137403,6699,6930,5059,5084,5038,5574,0
A17098,1000000,0,2,0,0,0,0,0,0,0,0,329669,625077,121695,53691,41813,62453,16632,7392,2772,2310,57750,4620,0
A17099,200000,0,2,1,0,0,0,0,0,0,0,103705,101464,84428,75456,46768,46126,11557,11587,9240,4620,4620,4620,0
A17100,500000,0,2,1,0,0,0,0,0,0,0,105532,67653,45482,47653,48956,49628,3717,3146,3008,2000,1714,2310,0
A17101,200000,0,2,1,0,3,2,2,2,2,-1,347,347,347,347,347,347,0,0,0,0,347,102562,1
A17102,100000,0,2,0,0,1,2,0,0,0,0,67692,65914,69083,70510,66794,68200,0,4230,3347,2541,2428,2959,1
A17103,200000,0,2,1,0,0,0,0,0,2,0,100778,92356,92874,99385,92187,94089,6930,4622,8131,0,4620,4620,0
A17104,200000,0,2,0,0,0,0,2,0,0,0,55431,62571,60919,62352,63971,67537,8085,0,3234,2541,4851,0,0
A17106,200000,0,1,0,0,0,0,0,0,0,0,139385,135264,132250,133578,52077,61619,5082,6006,5313,6930,11550,4620,1
A17109,1000000,0,0,1,0,0,0,0,0,0,0,55024,55147,34317,39321,46274,25743,23100,6930,9240,11550,6930,13860,0
A17110,400000,0,2,1,0,-1,-1,-1,0,0,0,956,-2356,59152,55260,56362,57563,0,62617,3465,1994,2086,6930,1
A17111,100000,0,2,1,0,0,0,0,0,0,0,35223,37549,39921,42257,43107,46563,2922,2985,3010,1550,4158,0,0
A17112,100000,0,2,0,0,1,2,0,0,0,-2,46717,44375,44645,46200,0,0,0,3465,2310,0,0,0,0
A17113,400000,0,2,0,0,0,0,0,0,-2,-2,6429,304597,300300,0,0,0,300300,6930,0,0,0,0,0
A17114,200000,0,2,0,0,0,0,0,0,0,0,163871,163176,164541,158593,96278,69039,5851,7156,6493,2959,2469,2548,0
A17115,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,1372,2430,1700,970,5057,3423,2430,1700,970,5057,1155,0,0
A17116,500000,0,0,1,0,0,-1,-1,-1,-1,-1,24026,42689,762,762,762,762,42689,762,762,762,762,1109,0
A17117,200000,0,2,0,0,0,0,0,0,0,0,93534,95916,98695,94253,97995,110677,4627,5096,6930,6930,18480,0,0
A17118,100000,0,0,1,0,0,0,0,0,0,0,62257,64047,65976,41649,26489,29293,4620,3885,3465,2310,3252,1848,0
A17119,400000,0,2,1,0,0,0,0,0,0,0,325588,279646,220028,127212,102622,17514,11550,8568,2543,4620,351,162118,0
A17120,1000000,0,1,1,0,0,0,0,0,0,0,244366,262994,270081,277036,283931,290852,20790,9240,9240,9240,9240,9240,0
A17122,100000,0,2,0,0,2,2,2,2,4,3,59037,61557,63608,65149,67101,69076,4158,3696,3234,3696,3696,3696,1
A17123,200000,0,2,1,0,0,0,0,0,0,0,112017,111702,76008,66676,68625,69118,3696,3962,4620,6953,4620,2541,0
A17124,200000,0,0,1,0,0,0,0,0,0,0,180238,185317,188540,184869,183493,187914,8085,7623,7161,6699,7392,7161,0
A17125,200000,0,2,0,0,0,0,-2,-2,-2,-2,31104,47533,24079,11314,1957,3100,47556,24853,11538,1957,3105,11028,0
A17126,200000,0,2,1,0,1,-2,-2,-1,-1,0,-58,-58,-58,4391,89503,90501,0,0,5327,93248,3271,3278,0
A17127,500000,0,0,0,0,-2,-2,-2,-2,-2,-2,-7,-7,-7,832,0,0,0,0,839,0,0,0,0
A17128,1000000,0,2,1,1,0,0,0,0,0,0,341062,348124,362171,360891,367574,376881,16172,23100,13860,12012,13860,12474,0
A17129,200000,0,2,1,0,0,0,0,2,0,0,109974,113035,118769,113137,23289,22952,4893,8316,16,797,2310,924,0
A17130,200000,0,2,1,0,2,2,2,2,2,2,51866,54948,53416,61677,62518,63952,4620,0,9933,2541,2772,0,1
A17131,200000,0,2,1,0,0,0,0,0,-2,-2,76791,37630,29092,0,0,0,4620,4643,0,0,0,0,0
A17132,100000,0,0,1,0,0,0,0,0,0,0,43696,42864,44264,44567,44578,44347,3696,4170,3234,936,924,0,0
A17133,200000,0,0,1,0,0,0,2,0,0,0,91968,107126,100661,65761,59993,54715,21772,2,4648,2520,2324,5812,1
A17134,100000,0,1,0,0,3,2,0,0,0,0,36969,35690,39021,40185,32379,0,0,3918,2772,51,0,0,1
A17135,300000,0,2,1,0,0,0,0,0,0,0,245327,242735,248140,247921,250739,243338,12243,12797,12384,10395,9240,10395,0
A17136,200000,0,0,1,0,0,0,-2,-2,-2,-2,72516,-665,-333,-333,-333,14,0,0,0,333,347,0,0
A17137,400000,0,1,1,0,0,0,0,0,0,0,208226,212400,217295,223155,225701,279572,9702,10395,11550,8316,57750,11550,1
A17138,100000,0,0,1,0,-1,0,0,2,0,0,4223,6549,12174,11642,12252,13345,2772,5775,0,1155,1289,0,1
A17139,400000,0,2,1,0,2,-1,-1,-1,-1,-1,1931,1543,2349,2998,1271,-661,1543,2772,3003,2227,3922,139868,1
A17140,200000,0,1,1,0,0,0,2,2,2,0,96191,102643,106066,107567,105142,107378,8085,5775,3927,0,3927,9009,1
A17141,200000,0,2,1,0,2,2,2,2,2,2,77584,80009,82428,83622,85026,87020,4389,4389,3234,3465,3696,3465,1
A17143,200000,0,2,0,0,0,0,2,4,3,2,74343,79589,91381,89258,87136,92319,6514,13860,0,0,6930,0,1
A17144,1000000,0,2,0,0,-1,-1,0,0,0,0,4010,157038,168487,124983,43299,11892,157080,16318,9485,11723,2310,9425,0
A17145,1500000,0,0,1,0,0,-1,-1,-1,-1,0,15288,20753,22079,17154,25710,35532,20753,22107,17168,25710,23100,51310,0
A17146,400000,0,0,1,0,0,0,0,0,0,0,287764,283506,289487,289404,286833,289073,13398,13629,13629,9933,10626,10164,0
A17147,400000,0,2,0,0,-2,-2,-2,-2,-2,-2,12844,0,0,0,0,0,0,0,0,0,0,0,1
A17149,200000,0,0,1,0,1,2,2,2,2,2,44112,42717,48940,52063,51453,52592,0,6930,4620,924,2310,0,0
A17150,100000,0,0,0,0,0,-1,-1,0,0,-1,13932,1931,4694,4967,3442,901,1931,4694,2310,2310,901,3770,0
A17151,400000,0,0,1,0,0,0,0,0,0,0,22171,24558,26216,29247,29120,29727,3465,2760,3481,1044,1079,1086,0
A17152,500000,0,0,1,1,0,0,0,0,0,-1,258965,244564,248752,244999,6833,2492,8778,13860,6930,231,2541,1848,0
A17153,1000000,0,0,1,0,0,0,0,0,0,0,197888,213181,216544,215682,190520,170453,23112,9300,8041,326,46371,139311,0
A17154,300000,0,2,0,0,3,2,2,2,0,0,188729,198089,202148,196784,201229,391621,13860,9240,0,9702,7588,17988,1
A17155,100000,0,2,0,0,2,2,2,0,0,0,43855,46826,45410,46399,45345,45338,7161,0,3696,924,908,624,1
A17156,100000,0,1,0,0,3,2,2,2,2,2,20543,19868,25091,26530,25424,28344,0,5556,2541,0,3696,0,1
A17157,1000000,0,2,1,0,-2,-2,-2,-2,-2,-2,144061,69681,244929,77833,114008,103359,70076,248052,78194,114546,109083,132266,0
A17158,1000000,0,2,1,0,-2,-2,-2,-2,-2,-2,753,753,753,753,753,753,753,753,753,753,753,753,0
A17160,500000,0,2,0,0,2,2,2,0,0,0,394192,402250,385989,373234,282656,268521,18018,37,15708,8778,11860,9240,1
A17161,1000000,0,2,1,0,0,0,0,0,0,0,169834,174846,179873,187011,193335,199085,9240,9240,11550,11550,9240,18480,0
A17163,100000,0,1,0,1,0,0,0,-2,-1,0,28422,39270,0,0,1617,1617,11943,0,0,1617,0,0,0
A17164,100000,0,1,1,0,0,0,0,0,0,0,46865,46877,46653,45685,46500,44699,3465,3234,4620,6930,2310,2310,0
A17165,400000,0,1,1,0,-1,0,0,0,0,0,81310,83636,83952,104366,105553,105553,3668,4553,46200,2111,0,4033,0
A17166,500000,0,0,1,0,-1,0,0,0,2,0,23712,26075,30245,34359,33123,44047,2772,4620,4620,0,11550,11550,0
A17167,100000,0,0,1,0,0,0,0,0,0,0,41398,42416,45435,38066,38563,40042,3079,3788,3479,1666,2310,2310,0
A17168,1000000,0,0,1,0,0,0,2,2,-2,-1,43061,50520,5020,-21,-21,8355,15315,23,0,0,8376,5800,0
A17169,200000,0,1,1,0,0,0,0,0,0,0,108290,111730,113846,16175,16149,16486,5934,5740,2779,444,460,377,0
A17170,200000,0,1,1,0,0,0,0,0,0,0,83132,61695,58281,62368,64098,65491,3927,4620,6930,3465,2772,2624,0
A17171,300000,0,2,1,0,0,0,0,0,2,0,15318,17655,20732,25484,24396,24899,2610,3377,5819,0,1240,1243,0
A17172,100000,0,2,1,0,1,2,0,0,0,0,11897,11370,13724,16133,16447,16787,0,2904,3003,924,947,970,0
A17173,300000,0,0,1,0,0,0,0,0,0,0,198249,192206,171009,162157,164772,151256,7685,8018,7390,6847,6279,4821,0
A17175,1000000,0,2,1,0,2,2,2,0,0,0,582938,597142,582321,569759,410402,290968,27219,0,18630,12483,11550,11550,1
A17176,500000,0,0,1,0,-1,-1,-1,-1,-1,-1,21756,-2072,5385,8307,7219,6242,0,11615,14809,7288,6242,25200,0
A17177,1000000,0,2,1,0,0,0,0,0,0,0,483331,474608,463511,453471,445218,440598,16817,17002,19792,15246,15502,15900,0
A17178,1000000,0,2,1,1,-2,-2,-2,-2,-1,2,2869,0,0,0,7840,7494,0,0,0,7840,0,87537,0
A17180,200000,0,0,1,0,-1,-1,-1,-1,0,0,901,901,901,91672,92652,95410,901,1802,91672,3088,11550,10848,1
A17181,400000,0,0,1,0,2,2,2,0,0,0,335172,340457,330850,339836,334985,255567,11550,0,13860,0,6930,54856,1
A17182,400000,0,0,1,0,0,-1,-1,-2,-2,-2,9522,4089,0,0,0,0,4620,0,0,0,0,0,0
A17183,400000,0,1,0,0,0,0,0,0,0,0,69240,64765,86426,98905,99536,85703,11610,35643,27755,18526,2449,11589,0
A17185,1000000,0,2,1,0,0,0,0,0,0,0,37307,41303,51393,62005,83153,127678,4620,11550,11550,23100,46200,34650,0
A17186,300000,0,0,1,0,0,0,0,0,0,0,89905,65318,58145,60522,61370,62347,3927,4158,4043,2541,2310,2310,0
A17187,1000000,0,0,1,0,0,0,0,0,0,0,16611,20457,14278,18154,11317,3386,4620,3465,4620,2310,1155,2310,0
A17189,100000,0,1,0,1,-1,5,4,3,2,0,33079,31913,30961,29771,27764,26565,0,199,0,0,1005,1109,1
A17190,200000,0,2,0,0,2,2,0,0,2,0,41446,40104,41767,46449,45015,81220,0,3012,5385,0,36960,4620,1
A17191,200000,0,0,1,0,2,2,2,2,2,0,125463,133952,136916,138630,135026,138958,10626,6468,5313,0,6468,14553,0
A17193,500000,0,2,1,0,-1,-1,-1,0,-1,0,21675,86170,49074,17145,64128,50162,86544,49252,2772,64128,12816,71531,0
A17194,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,730,73677,730,730,730,73400,73677,730,730,730,73400,2661,1
A17195,1500000,0,2,1,0,0,0,0,0,0,0,858682,830842,129436,71901,42377,29651,23100,3465,4872,11550,2310,6976,0
A17196,400000,0,2,1,0,0,0,0,-1,-1,0,50584,53303,55463,924,39046,39843,11559,18489,924,39046,797,813,0
A17197,400000,0,2,1,0,0,0,0,0,2,2,113832,115860,119771,126262,128623,124458,4620,5775,9933,5775,0,6468,0
A17198,100000,0,0,0,0,0,0,0,0,0,0,70448,70836,71483,71772,71538,70732,4158,4389,4103,3465,2541,5784,0
A17199,400000,0,2,1,0,-1,-1,-1,-1,-1,-1,2758,4869,2509,4329,6745,0,4869,2509,4329,6745,0,2823,0
A17200,400000,0,0,1,0,0,0,0,0,0,0,119709,122338,131873,145225,150806,160922,4620,11550,15015,6930,11550,11550,0
A17201,200000,0,0,1,0,-1,-1,-1,-1,-1,-1,13751,2412,5660,573,457,0,2412,5660,573,457,0,6676,0
A17202,1000000,0,0,1,0,2,2,0,0,0,2,908789,876613,868327,864638,913443,888946,0,36960,34650,66990,0,27720,1
A17203,1000000,0,2,0,0,-1,-1,-1,-1,-2,-2,38498,2310,38498,0,0,0,2310,38498,0,0,0,0,0
A17204,200000,0,2,1,0,2,2,2,2,2,0,100783,107129,104768,113389,110942,113275,8755,0,10395,0,4045,4010,1
A17205,200000,1,2,1,0,-2,-2,-2,-2,-2,-2,-18912,-41141,-1374,17237,21691,11973,0,231240,23100,34650,23100,46200,0
A17206,400000,0,2,1,0,0,0,0,2,0,0,103941,106364,113165,110649,118013,125331,4851,9240,0,9240,9240,9240,0
A17208,200000,0,0,1,0,2,3,2,2,2,2,78642,76697,79395,80402,81850,83659,0,4620,3003,3465,3465,3465,1
A17210,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,6422,4505,18378,1153,0,13837,4505,18378,1153,0,13837,0,0
A17211,500000,0,0,1,0,-1,-1,-1,-1,-1,-1,20619,1617,1409,11850,27836,11481,1617,1409,11850,27836,11481,20531,0
A17213,200000,0,2,0,1,0,0,0,2,0,-1,71792,69383,15812,10081,5047,4994,5267,5313,0,102,5082,6930,0
A17214,200000,0,2,0,0,1,2,0,0,2,2,29439,28281,37457,47332,46177,0,0,9702,10857,0,0,7831,1
A17215,200000,0,1,1,0,0,0,0,0,0,0,63299,61111,64719,57775,65010,57085,3465,9291,3465,8085,2310,2310,0
A17216,100000,0,2,0,1,0,0,0,0,0,0,25507,27838,30263,33294,33440,34170,2772,2888,3550,1386,1271,1386,0
A17220,200000,0,2,1,0,0,0,2,2,0,0,109422,114400,111945,106128,107785,106533,10164,3465,3465,4024,4158,4851,1
A17221,100000,0,2,0,0,0,0,0,0,0,0,37805,40159,41908,39836,40788,42435,3696,3696,3696,2310,2310,2310,0
A17223,300000,0,0,1,0,0,0,0,0,0,0,238974,241501,243303,258690,260226,264118,9240,9240,23100,9240,11550,9702,0
A17224,100000,0,0,1,0,1,2,0,0,0,0,39362,38055,39739,42529,43726,44285,0,3003,3465,1903,1608,2335,0
A17225,100000,0,2,1,0,0,0,0,2,0,0,22749,25854,36214,34957,35994,38524,3500,11550,0,2310,3465,0,0
A17226,400000,0,2,1,0,0,-1,0,0,0,0,20342,74364,75202,74595,74779,72077,74364,3714,5315,5495,5087,6209,0
A17227,400000,0,2,1,0,0,0,0,0,0,0,281173,267105,267819,252779,208729,206089,9598,13403,8055,6717,6960,7145,0
A17228,500000,0,1,1,1,0,0,0,0,0,0,423913,397768,406803,396107,310903,307567,17787,19067,22176,10885,11538,11550,0
A17229,1000000,0,2,1,1,0,0,0,0,0,0,205611,164400,155990,148390,151354,152065,7094,5521,5338,5382,5526,5784,0
