Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_AUG,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,Ability_to_pay_AUG,Ability_to_pay_SEP,Ability_to_pay_OCT,Ability_to_pay_NOV,Ability_to_pay_DEC,AVG_PAID_AMT,NEXT_MONTH_DEFAULT
A18470,300000,0,0,1,0,0,0,0,0,-2,-2,249431,11522,4324,0,0,0,0,-249431,-216216,0,0,0,2641.0,0
A18471,200000,0,0,1,0,0,0,0,0,0,0,142876,5780,4793,4620,3560,3696,4620,-142876,-143236,-88683,-90081,-91982,4511.5,0
A18472,1000000,0,0,1,0,1,-1,-1,-1,-1,-1,20901,20901,9332,0,2523,3883,0,-11569,-9332,2523,1360,-3883,6106.5,0
A18473,400000,0,2,1,0,-1,-1,0,0,0,0,34745,34756,9367,13860,16170,6930,3058,-25378,-36676,-28438,-37584,-18300,14023.5,0
A18475,500000,0,2,0,2,-1,-1,-1,-1,-1,-1,1296,1307,6045,8295,8501,9459,20095,4749,2273,217,967,10636,8950.333333333334,1
A18476,100000,0,2,1,0,0,0,0,0,0,0,40857,3003,3465,2888,1042,370,159,-40857,-43645,-45491,-45955,-8023,1821.1666666666667,0
A18478,200000,0,2,1,0,-1,-1,0,0,0,0,16974,16985,4636,4645,4632,6937,6942,-12338,-16729,-15435,-14375,-16186,7462.833333333333,0
A18481,1000000,0,2,0,0,0,-1,0,0,0,0,456507,459325,57750,20799,13860,34650,13860,-398757,-59284,-21855,-14800,-36477,100040.66666666667,0
A18483,300000,0,0,1,0,0,0,0,0,0,0,148736,6930,6930,6930,5775,6930,9240,-148736,-146563,-151060,-154331,-158771,7122.5,0
A18485,300000,0,2,1,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A18486,400000,0,2,1,0,0,0,0,2,2,2,285153,13860,29106,11319,11793,0,11666,-285153,-306114,-332542,-310071,-328220,12957.333333333334,0
A18487,400000,0,1,0,0,0,0,0,0,0,-2,210593,17325,23100,4620,0,0,0,-210593,-230203,-231000,0,0,7507.5,0
A18488,400000,0,2,1,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A18489,400000,0,2,1,0,0,0,0,0,0,0,318695,12705,12705,10395,8085,9240,9240,-318695,-322291,-230570,-232871,-238468,10395.0,0
A18490,200000,0,2,1,0,2,0,0,0,-1,-1,111381,4158,6930,2310,7025,0,0,-111381,-58194,-36362,-7025,0,3403.8333333333335,1
A18492,400000,0,2,1,0,0,0,0,0,0,0,375770,16632,17325,13860,23100,16170,36960,-375770,-383927,-374158,-386234,-372665,20674.5,0
A18493,200000,0,2,1,0,-1,2,-1,0,0,0,5747,0,56408,4662,34650,4620,4620,-118563,-43746,-51887,-49610,-53509,17493.333333333332,0
A18494,500000,0,2,1,0,-2,-2,-2,-2,-2,-2,390,390,2754,3694,0,0,0,5118,4634,-3694,0,0,1139.6666666666667,0
A18495,200000,0,0,1,0,1,-1,0,0,0,0,158879,167475,5923,8085,9240,6930,7163,-152956,-162252,-167604,-174109,-174188,34136.0,0
A18496,300000,0,0,1,0,0,0,0,0,2,0,33890,4620,4620,6436,0,1476,1617,-33890,-37237,-42938,-33610,-31298,3128.1666666666665,0
A18498,400000,0,0,1,0,0,0,0,0,0,0,314553,15015,15706,11781,7623,7854,17235,-314553,-321714,-317736,-222545,-217604,12535.666666666666,0
A18500,200000,0,2,0,0,0,0,0,0,0,0,164375,6586,8085,3465,3003,2541,2310,-164375,-162987,-85953,-66771,-65731,4331.666666666667,0
A18501,300000,0,0,1,0,0,0,0,0,0,0,189579,9240,7071,6974,6900,7332,6921,-189579,-193596,-197306,-195354,-198131,7406.333333333333,0
A18502,200000,0,2,0,0,0,0,0,0,0,0,68168,3520,3241,3465,2097,2174,2185,-68168,-70199,-57551,-58692,-59924,2780.3333333333335,0
A18503,400000,0,2,1,0,0,0,0,0,0,0,249836,11802,3040,2319,240,4648,249498,-249836,-99392,-11425,-7993,-9499,45257.833333333336,0
A18504,200000,0,1,0,0,0,0,0,0,0,-2,64860,3211,3812,2310,0,0,0,-64860,-48891,-3500,0,0,1555.5,0
A18506,1000000,0,2,1,0,0,0,0,0,0,0,147073,9240,13860,13860,120120,13860,12705,-147073,-158494,-169649,-286361,-295581,30607.5,0
A18507,200000,0,0,1,0,0,0,0,0,0,0,55361,3264,3202,3232,2024,2310,2215,-55361,-57609,-55352,-56454,-57852,2707.8333333333335,0
A18508,100000,0,2,0,0,0,0,2,0,0,0,34724,7094,0,3592,1386,1386,1617,-34724,-40693,-35842,-35946,-36752,2512.5,1
A18509,200000,0,0,1,0,0,0,0,2,0,0,13252,2924,7732,0,400,407,416,-13252,-20370,-20368,-19968,-20374,1979.8333333333333,1
A18511,200000,0,2,0,0,0,0,0,0,0,0,94936,4620,3465,3308,2319,2391,2721,-94936,-65565,-66844,-67265,-67762,3137.3333333333335,0
A18512,200000,0,2,1,0,0,0,0,0,0,0,155957,5777,6932,6024,4105,4140,4142,-155957,-159478,-161531,-116837,-114306,5186.666666666667,1
A18514,200000,0,2,0,0,2,2,0,0,0,0,62539,0,3373,3324,2310,2342,2490,-69285,-63285,-63523,-64819,-63460,2306.5,1
A18515,100000,0,2,1,0,2,2,2,0,0,0,60875,4158,0,3465,2772,4043,3003,-60875,-66182,-61021,-62781,-65447,2906.8333333333335,0
A18518,100000,0,2,1,0,-2,-2,-1,0,0,0,2846,2846,72728,3336,2310,2541,3444,142610,-59697,-64389,-65673,-67205,14534.166666666666,0
A18520,400000,0,2,1,0,0,0,0,0,0,0,24193,4620,6930,6930,9240,2310,4620,-24193,-21781,-24054,-18189,-16535,5775.0,0
A18521,300000,0,2,1,0,0,0,0,0,0,0,98755,4620,4276,8085,3509,4620,4620,-98755,-100303,-105978,-106385,-109152,4955.0,0
A18522,1000000,0,2,1,0,0,-1,-1,0,0,0,24712,24712,8924,129374,13195,2310,231,-15788,120450,-129760,-36267,-11663,29791.0,0
A18523,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,284,284,284,284,284,284,915,0,0,0,0,631,389.1666666666667,1
A18525,500000,0,1,1,0,0,0,0,0,-1,0,128126,4620,6237,2541,663,114798,4620,-128126,-132497,-25156,114135,-115461,22246.5,0
A18526,200000,0,2,1,0,0,0,0,2,0,0,72481,7161,13860,2599,3003,6930,5775,-72481,-72580,-77477,-57207,-59926,6554.666666666667,0
A18528,100000,0,2,1,0,0,0,2,0,0,0,94114,9164,0,4292,3465,11550,3708,-94114,-97708,-91194,-91522,-89367,5363.166666666667,0
A18530,300000,0,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,347,0,0,0,0,694,57.833333333333336,0
A18531,1000000,0,2,1,0,-1,-1,-1,-1,-1,-1,8140,8140,4920,17374,2580,2116,6281,-3220,12454,-14768,-464,4165,6901.833333333333,0
A18532,500000,0,2,0,0,-1,-1,-1,-1,-1,-1,8478,8478,13548,3010,10577,2557,4872,5070,-10538,7567,-8020,2315,7173.666666666667,0
A18533,200000,0,1,0,0,2,2,-2,-1,-1,-1,1317,1317,0,6172,7163,12624,0,-1317,11928,991,5461,-12624,4546.0,0
A18534,1000000,0,2,1,0,-2,-2,-2,-2,-2,-2,-25,0,0,0,0,5429,1769,25,25,25,10883,-1865,1199.6666666666667,0
A18535,400000,0,0,1,0,0,0,0,-1,0,0,14160,2506,2310,75114,2363,23100,11550,-14160,-8438,-72737,-57320,-58427,19490.5,0
A18536,1000000,0,1,1,0,0,0,0,0,0,0,320845,299295,23100,6955,6930,5775,4620,-320845,-302682,-193287,-149596,-121037,57779.166666666664,0
A18537,200000,0,2,1,0,2,2,2,0,0,0,187972,18480,0,7623,4620,8778,0,-187972,-198882,-181661,-112813,-116868,6583.5,0
A18538,300000,0,2,1,0,0,0,0,0,0,0,47778,5775,4620,3234,4620,4158,2541,-47778,-50021,-50815,-53719,-56657,4158.0,0
A18539,100000,0,2,1,0,0,0,-1,0,0,0,7778,2310,1026,46200,1386,2310,2310,-7778,45174,-47226,-43835,-45743,9257.0,0
A18540,100000,0,2,0,0,2,2,2,2,0,0,28247,3465,2322,0,1180,2964,0,-32891,-29425,-28248,-15523,-11714,1655.1666666666667,1
A18541,200000,0,2,1,0,0,0,0,0,0,0,43031,3553,3021,2310,273,3070,95583,-43031,-34809,-36408,-13580,6650,17968.333333333332,0
A18542,400000,0,2,1,0,0,0,0,0,0,0,33343,6930,363920,18526,12151,11550,13860,-33343,-369953,-371501,-297172,-287704,71156.16666666667,0
A18544,500000,0,2,1,0,-2,-2,-2,-1,-1,-1,9695,9757,6078,18785,3611,5789,4932,2461,33477,-13236,2306,-838,8158.666666666667,0
A18545,1000000,0,2,1,0,0,0,-1,0,-1,-1,18099,5209,20619,12222,46339,9018,30030,-18099,-8397,-30684,-37321,21012,20572.833333333332,0
A18546,400000,0,2,1,0,-1,-1,-1,-1,0,0,0,0,1074,4140,76,0,5530,1074,3066,-4061,-3798,-2208,1803.3333333333333,0
A18547,400000,0,2,1,0,0,0,0,0,0,0,89321,3502,3911,4636,2326,2310,2310,-89321,-75754,-71116,-56018,-46320,3165.8333333333335,0
A18548,500000,0,2,1,0,-1,-1,-1,-1,-1,-1,929,929,26336,3160,6200,3227,0,25407,-22955,3040,-2973,-3227,6642.0,0
A18549,1000000,0,2,1,0,-1,-1,-1,-2,-2,-1,10922,10966,0,0,0,644,977,-10922,0,0,1288,333,2097.8333333333335,0
A18550,1000000,0,0,1,0,-1,-1,-1,-1,0,-1,6764,6796,3664,17884,3003,11515,13758,-3100,14271,-14844,-10478,2298,9436.666666666666,0
A18551,400000,0,0,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A18552,200000,0,2,1,0,0,0,-1,0,-1,0,4985,2310,7759,2310,5706,1155,3465,-4985,-5449,-4985,-4551,-1529,3784.1666666666665,0
A18553,400000,0,0,1,0,-2,-2,-2,-2,-2,-2,7542,7551,11802,7688,12691,6616,5468,16062,3583,17699,569,4704,8636.0,1
A18554,200000,0,0,1,0,0,0,2,0,0,0,99559,9240,0,4620,4158,5775,12705,-99559,-106567,-99623,-102125,-105900,6083.0,1
A18555,200000,0,2,1,0,1,2,0,0,0,0,11959,0,2786,6930,427,462,0,-17531,-14532,-20986,-21414,-15757,1767.5,1
A18556,300000,0,2,0,0,0,0,0,0,0,-2,108256,6930,69300,12012,34650,5556,0,-108256,-174691,-98762,-36791,-5556,21408.0,0
A18558,200000,0,2,1,0,0,0,2,0,0,0,44315,6653,0,2693,1044,1042,855,-44315,-44273,-36891,-33500,-29270,2047.8333333333333,0
A18560,200000,0,2,1,0,0,0,0,0,0,0,64190,4620,4620,3696,2310,2310,2310,-64190,-45604,-47752,-37736,-39088,3311.0,0
A18561,1000000,0,2,1,0,-1,-1,-1,-1,-1,-1,9261,9330,10975,6006,4874,48473,10085,1714,-4909,-1120,43599,-38388,14957.166666666666,0
A18562,400000,0,2,1,0,0,0,0,0,0,0,354336,23100,18480,16170,11550,11550,11550,-354336,-331016,-325673,-278914,-267121,15400.0,0
A18563,300000,0,2,1,0,0,0,0,0,0,0,151381,6930,6930,6930,4620,4620,4620,-151381,-155867,-159704,-118311,-116632,5775.0,0
A18564,400000,0,2,0,0,0,0,0,0,0,0,219205,9240,10395,6930,6930,9240,11550,-219205,-225431,-181305,-181548,-187863,9047.5,0
A18566,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,647,647,0,0,0,111862,4620,-647,0,0,223724,-102622,19521.5,0
A18567,1000000,0,2,1,0,0,0,0,0,0,0,737761,32340,32416,32358,16170,16170,17556,-737761,-737740,-705261,-434557,-443721,24501.666666666668,0
A18568,200000,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,809,811,2,2,2,1620,816,270.0,0
A18569,500000,0,2,1,0,1,-1,-1,-1,-1,0,34403,34888,13056,17392,30552,11333,10778,-21347,4375,13185,-19219,-31982,19666.5,0
A18570,300000,0,2,1,0,0,0,-1,-1,-2,-2,4608,2310,693,0,0,0,0,-4608,-693,0,0,0,500.5,0
A18571,1000000,0,2,1,0,0,0,-1,-1,-1,-2,-12,0,2657,2712,0,0,0,12,67,-2700,2,2,894.8333333333334,0
A18572,500000,0,0,1,0,-1,-1,-1,-1,-1,-1,610,610,610,610,610,610,610,0,0,0,0,0,610.0,0
A18573,200000,0,2,1,0,-1,0,-1,0,0,0,17785,2356,21896,2310,462,4232,13604,-17785,-19586,-23592,-23100,-27332,7476.666666666667,0
A18575,100000,0,0,1,0,0,-1,-1,-2,-2,-2,6574,6930,0,0,0,0,0,-6574,0,0,0,0,1155.0,0
A18576,100000,0,0,1,0,0,0,0,0,0,2,15542,2594,2911,3465,3396,0,3465,-15542,-18168,-16413,-19168,-25456,2638.5,0
A18577,300000,0,0,1,0,0,0,2,2,0,0,251485,231189,9702,0,6930,7253,11319,-251485,-224065,-232109,-209887,-197572,44398.833333333336,0
A18578,400000,0,2,1,0,-1,-1,-1,-1,0,0,5311,7856,12229,39757,33807,2,75731,6918,27537,-5937,-62670,-8780,28230.333333333332,0
A18579,400000,0,2,1,0,0,0,0,0,-1,-1,300355,16170,66990,2772,160231,3696,4620,-300355,-354026,-69242,-148032,-119787,42413.166666666664,0
A18580,100000,0,2,1,0,1,2,0,0,2,0,30658,0,3604,5313,0,1340,2310,-37866,-33056,-37096,-38499,-36237,2094.5,0
A18581,100000,0,0,1,0,1,2,2,2,0,0,68600,2310,8115,0,2668,2749,3470,-84830,-71002,-69572,-65151,-66510,3218.6666666666665,0
A18582,1000000,0,0,0,0,-2,-2,-2,-2,-2,-2,3645,3645,1492,8522,1294,0,3708,-661,15552,-5934,-1294,7763,3110.1666666666665,0
A18583,300000,0,0,1,0,1,-1,2,2,-1,-1,1802,2703,0,0,1760,0,0,-1802,-901,-3520,-1760,42,743.8333333333334,0
A18584,1000000,0,1,0,0,0,0,0,0,0,0,237868,10097,12562,7889,5613,5932,6969,-237868,-222599,-197773,-182566,-166671,8177.0,0
A18585,200000,0,2,0,0,0,0,0,0,0,0,99640,4851,4851,4620,5297,3927,4620,-99640,-102155,-99404,-100714,-95997,4694.333333333333,0
A18586,1000000,0,1,1,0,0,0,0,0,0,0,199475,9240,13860,6930,6930,6930,6930,-199475,-210118,-207884,-213049,-218233,8470.0,0
A18589,400000,0,0,1,0,-1,-1,-1,-1,-1,-1,7277,7300,19845,12620,6595,22201,20561,12568,-7135,-6015,15617,-1640,14853.666666666666,0
A18590,200000,0,1,0,0,0,0,0,0,0,0,157272,9240,6958,11550,4620,6930,6930,-157272,-117399,-72023,-66265,-24962,7704.666666666667,0
A18592,100000,0,0,1,0,1,2,0,0,0,0,36948,0,9240,2860,10395,1559,6930,-55428,-38281,-35934,-42199,-40007,5164.0,1
A18593,100000,0,0,1,0,0,0,-2,-2,-2,-2,8988,9044,2322,12261,19503,0,2587,-8988,22200,26745,-19473,5174,7619.5,0
A18594,200000,0,2,1,0,1,-1,-1,-1,-2,-1,20790,20790,878,0,0,839,0,-19912,-878,0,1678,-839,3751.1666666666665,0
A18595,400000,0,2,1,0,0,0,0,0,0,0,34703,11552,6930,6043,2310,4620,2310,-34703,-40349,-45713,-46600,-50118,5627.5,0
A18596,100000,0,1,1,0,-1,-1,-1,-1,-1,-2,8716,8716,23421,11157,0,0,4528,14705,-12248,-11130,0,9056,7970.333333333333,0
A18597,100000,0,0,1,0,-1,-1,-1,-1,-1,-1,753,753,7489,2786,753,753,753,6736,-4703,-2033,0,0,2214.5,0
A18599,200000,0,2,1,0,0,0,0,0,0,0,104008,13502,4620,4186,2395,2814,2506,-104008,-89720,-73839,-69986,-68870,5003.833333333333,0
A18600,1000000,0,0,1,0,0,0,0,0,0,0,282529,13860,11550,12319,11550,11550,6930,-282529,-259053,-247905,-244749,-253236,11293.166666666666,0
A18601,200000,0,2,1,0,-1,-1,-1,-1,-1,-1,6835,6856,4246,6697,3179,3049,2557,-2589,2451,-3518,-130,-492,4430.666666666667,0
A18602,400000,0,0,1,0,0,0,0,0,-2,-2,295410,13860,20790,0,0,0,0,-295410,-308154,0,0,0,5775.0,0
A18603,1000000,0,2,0,0,0,0,0,0,0,0,407239,12749,103433,3470,4680,2345,120351,-407239,-439491,-205886,-90728,-54146,41171.333333333336,0
A18604,100000,0,0,1,0,0,0,0,0,0,0,36838,2885,2599,2310,213,0,47367,-36838,-13888,-13142,-10596,-5297,9229.0,0
A18605,200000,0,0,1,0,-1,-1,-1,-1,-1,-1,2423,2423,32386,11273,5158,6856,18635,29963,-21113,-6115,2157,16376,12788.5,0
A18606,200000,0,0,1,0,0,0,0,0,0,0,105597,4001,4091,3959,3770,3897,4040,-105597,-107997,-107126,-108323,-110584,3959.6666666666665,0
A18607,200000,0,0,0,0,0,0,2,0,0,0,39101,6551,0,2978,1813,1518,1663,-39101,-43761,-40148,-41294,-41804,2420.5,1
A18608,100000,0,0,1,0,0,0,0,0,0,0,35255,6930,6122,4620,2310,3606,2310,-35255,-40772,-44608,-43082,-46341,4316.333333333333,0
A18609,300000,0,2,0,0,0,0,0,0,0,0,224749,8050,8441,9009,8614,9702,8552,-224749,-229561,-234643,-229736,-235340,8728.0,0
A18610,200000,0,0,1,0,3,2,2,2,2,2,108771,7161,6468,0,9240,4620,4620,-121707,-112804,-128783,-126935,-129323,5351.5,1
A18611,400000,0,0,1,0,-1,0,0,0,0,0,10400,4620,4620,2310,2356,231,5775,-10400,-14458,-16436,-18792,-3370,3318.6666666666665,1
A18613,1000000,0,0,1,0,0,0,0,0,0,0,176858,9240,7651,9356,2691,46327,46376,-176858,-150138,-141982,-103174,-119081,20273.5,0
A18614,200000,0,0,1,0,1,-2,-2,-2,-1,0,-497,0,0,0,31936,2615,873,497,497,64369,-28824,-25715,5904.0,0
A18615,200000,0,0,1,0,2,0,0,0,0,0,98152,4777,4770,2878,1040,1042,1097,-98152,-84407,-37138,-28030,-28619,2600.6666666666665,1
A18617,200000,0,1,1,0,0,0,0,0,0,0,80303,4620,23107,11552,23174,23102,23112,-80303,-96267,-34802,-32492,-39369,18111.166666666668,0
A18619,100000,0,2,1,0,2,0,0,2,0,0,54821,4049,19635,21,1617,2723,319,-54821,-70915,-71903,-66607,-37794,4727.333333333333,1
A18620,400000,0,2,1,0,0,0,0,0,0,0,344252,13860,13860,16170,12659,12474,12243,-344252,-350270,-350785,-348147,-344093,13544.333333333334,0
A18621,100000,0,0,1,0,-2,-2,-2,-2,-2,-2,20628,20628,0,0,0,1825,0,-20628,0,0,3650,-1825,3742.1666666666665,0
A18622,1000000,0,0,1,0,1,-2,-1,-1,-2,-2,0,0,14636,0,0,0,0,29272,-14636,0,0,0,2439.3333333333335,0
A18623,200000,0,2,1,0,2,2,2,2,2,2,97584,4851,4620,3465,4620,4389,4389,-106824,-106870,-110305,-112107,-114507,4389.0,1
A18624,1000000,0,2,1,0,0,0,0,0,-2,-2,274592,8547,6955,1271,231,2310,1700,-274592,-278471,-1271,4389,2129,3502.3333333333335,0
A18627,300000,0,2,0,0,-1,-1,-1,-1,-2,-1,68376,68376,4574,0,0,97339,60848,-63802,-4574,0,194678,35778,38522.833333333336,0
A18629,500000,0,2,1,0,1,4,3,2,2,2,117041,0,5775,0,9951,3465,4620,-140141,-120524,-138079,-132190,-135888,3968.5,0
A18630,200000,0,0,1,0,0,0,0,0,0,0,41120,3696,3927,4158,2021,2310,10857,-41120,-43684,-46408,-46972,-48177,4494.833333333333,0
A18631,200000,0,0,1,0,0,0,-2,-1,-1,0,0,0,0,6660,4287,2310,4620,0,13320,-2373,-1977,-6597,2979.5,0
A18632,300000,0,2,1,0,-1,-1,-1,-1,-1,0,924,924,693,2130,8106,0,11994,-231,1437,5976,-8106,-4571,3974.5,1
A18633,200000,0,2,1,0,0,0,0,0,0,0,65849,3465,4158,3234,2310,2310,2310,-65849,-62065,-62506,-63532,-62474,2964.5,0
A18636,200000,0,2,1,0,0,0,0,0,0,0,189702,8085,8824,7438,9263,15477,16,-189702,-187175,-187875,-140018,-145883,8183.833333333333,0
A18637,100000,0,0,1,0,0,0,0,0,0,0,55777,4620,4675,4620,2322,2744,4625,-55777,-58614,-44063,-43675,-42751,3934.3333333333335,0
A18638,500000,0,2,1,0,0,0,0,0,0,0,530808,19106,18900,15191,11719,11769,11947,-530808,-539507,-476779,-336856,-323975,14772.0,0
A18639,200000,0,0,1,0,-1,-1,2,-1,-1,-2,11143,11157,0,14084,0,0,5010,-11143,-29762,-14084,0,10020,5041.833333333333,0
A18640,200000,0,2,1,0,0,0,2,2,2,4,80462,4620,3465,8085,12243,0,0,-80462,-98110,-113118,-98704,-95856,4735.5,1
A18641,1000000,0,0,1,0,0,0,0,0,0,0,444301,14553,13167,12982,11550,11582,11862,-444301,-451831,-436308,-431485,-416354,12616.0,0
A18643,300000,0,2,1,0,0,0,0,2,0,0,202266,9471,19746,0,3527,3735,3442,-202266,-214821,-214644,-112206,-96433,6653.5,0
A18644,500000,0,0,1,0,-1,-1,-1,2,2,2,0,0,5775,0,0,0,0,5775,-5775,-5775,-5775,-5775,962.5,0
A18645,400000,0,0,1,0,1,-1,-1,-2,-2,-1,882,882,0,0,0,2088,0,-882,0,0,4176,-2088,495.0,0
A18648,500000,0,2,0,0,0,0,0,0,0,0,10899,2541,3719,5336,4620,2310,693,-10899,-12959,-16863,-10843,-5198,3203.1666666666665,0
A18649,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,3278,3278,86179,2509,3451,17842,2543,169080,-81161,4393,32233,-12756,19300.333333333332,0
A18652,300000,0,2,0,0,0,0,0,0,0,0,269545,12968,12936,12705,10395,11550,13860,-269545,-263199,-256592,-247764,-243421,12402.333333333334,0
A18654,300000,0,0,1,0,0,0,0,0,0,0,198145,9702,9240,7161,4620,6930,6930,-198145,-200457,-183469,-182386,-106066,7430.5,0
A18655,100000,0,1,0,0,0,0,0,2,0,0,5516,3465,4038,1155,0,0,0,-5516,-9441,-10023,-7595,-7595,1443.0,1
A18656,300000,0,2,1,0,1,2,2,2,2,2,113403,0,11550,4620,5082,4620,5775,-136503,-132351,-134502,-135246,-139813,5274.5,0
A18657,300000,0,2,1,0,1,2,2,2,2,2,204481,10395,9471,8085,8778,0,8085,-223423,-224788,-228762,-214460,-226854,7469.0,0
A18658,200000,0,2,1,0,1,2,2,2,2,0,177627,10395,10395,6930,0,4620,10049,-198417,-197616,-185447,-131749,-124802,7064.833333333333,0
A18660,200000,0,2,0,0,0,0,2,0,0,0,62257,4930,2310,4622,2102,3488,1155,-62257,-70621,-64876,-62391,-65008,3101.1666666666665,0
A18661,400000,0,0,1,0,0,0,0,2,0,0,185987,6930,18249,0,7623,7392,7623,-185987,-201192,-211148,-198249,-202134,7969.5,0
A18662,500000,0,0,1,0,-2,-2,-2,-2,-2,-2,293,293,307,892,924,661,1155,321,1477,956,414,1649,705.3333333333334,0
A18665,200000,0,2,1,0,0,0,0,0,0,0,180561,6468,5539,4620,4620,3927,4632,-180561,-158417,-116221,-102280,-102767,4967.666666666667,0
A18666,100000,0,2,1,0,0,0,0,0,0,0,64361,4274,3927,3003,1848,1987,2040,-64361,-63213,-64768,-66082,-67531,2846.5,0
A18667,200000,0,0,1,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A18669,200000,0,2,1,0,0,0,0,0,0,0,13853,3465,3465,2335,2310,2310,2310,-13853,-12941,-14964,-12596,-5223,2699.1666666666665,1
A18670,500000,0,2,1,0,-1,-1,-1,-1,-1,0,41508,41786,69815,98750,62656,51,135987,28307,29937,35537,-62328,-9330,68174.16666666667,0
A18671,100000,0,2,1,0,0,0,0,0,0,0,38127,2934,3049,5221,1811,2310,4620,-38127,-81104,-45033,-43934,-41890,3324.1666666666665,1
A18672,100000,0,1,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A18673,100000,0,0,1,0,-1,-1,-1,-1,-1,-1,2964,2964,0,6043,1386,1802,3229,-2964,6043,-4657,416,3229,2570.6666666666665,1
A18674,200000,0,2,1,0,0,0,0,0,0,0,66253,3350,3234,3003,924,924,924,-66253,-53837,-37611,-21832,-21732,2059.8333333333335,0
A18676,400000,0,0,1,0,-1,-1,-1,-1,-1,-1,993,993,531,1917,993,34193,993,-462,1386,-462,33200,-33200,6603.333333333333,0
A18677,1500000,0,0,1,0,-1,0,0,0,0,0,77734,46200,41580,46200,46200,46216,46216,-77734,-76540,-79859,-83167,-86431,45435.333333333336,0
A18678,500000,0,2,0,0,0,0,0,0,0,0,186867,9240,9240,11550,11550,11550,11550,-186867,-191019,-199365,-205500,-213705,10780.0,0
A18679,300000,0,0,1,0,-2,-2,-2,-2,-2,-2,-42,4620,0,0,0,0,0,42,42,42,42,42,770.0,0
A18680,1000000,0,0,0,1,1,2,2,2,0,0,13747,0,6930,0,5775,0,25955,-27607,-20092,-30949,-25174,-16861,6443.333333333333,0
A18681,200000,0,2,0,1,-1,-1,-1,-2,-1,-1,901,901,0,0,45479,13398,0,-901,0,90958,-32081,-13398,9963.0,0
A18682,100000,0,0,1,0,-1,-1,-2,-2,-2,-2,0,0,0,0,0,0,7362,0,0,0,0,14724,1227.0,1
A18683,300000,0,2,1,0,0,0,0,0,0,0,19051,2626,3497,2469,642,6930,0,-19051,-22231,-46498,-23996,-30760,2694.0,1
A18684,500000,0,0,1,0,1,-2,-2,-2,-1,0,0,0,0,0,6958,21,839,0,0,13916,-6937,-6979,1303.0,0
A18685,200000,0,2,0,0,0,0,0,2,0,0,35810,3465,6930,0,4620,4620,0,-35810,-29191,-35121,-25371,-27491,3272.5,0
A18686,1000000,0,2,1,0,0,0,0,0,0,0,77842,3465,11012,6930,7143,40219,11550,-77842,-84666,-88753,-86530,-126537,13386.5,0
A18688,200000,0,2,1,0,2,2,2,2,2,2,119166,10839,5775,4620,0,9284,0,-130716,-130894,-122566,-137459,-125920,5086.333333333333,0
A18689,1000000,0,2,0,0,-2,2,0,-1,-1,-1,14317,14352,2368,5694,1321,0,0,-19053,-11906,-4345,-1317,0,3955.8333333333335,1
A18691,1000000,0,0,1,0,1,-1,-1,-1,-1,-2,1356,1356,0,5583,0,0,17653,-1356,5583,-5583,0,35306,4098.666666666667,0
A18692,400000,0,0,1,0,2,2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A18693,400000,0,2,1,0,-1,2,2,-2,-1,-1,3636,12,0,0,29284,70644,0,-3636,0,58568,41360,-70644,16656.666666666668,1
A18694,200000,0,0,1,0,0,0,0,0,0,2,83456,4389,4620,4620,4620,2310,3465,-83456,-83892,-86396,-85879,-93430,4004.0,0
A18695,400000,0,0,0,0,2,2,2,2,2,0,166680,12037,256,5477,0,1622,788,-167192,-173825,-136574,-94226,-47496,3363.3333333333335,1
A18696,1000000,0,2,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A18697,500000,0,0,1,0,-1,-1,-1,-1,-1,-1,42527,42527,2996,21051,42488,1414,126717,-39531,18249,21479,-41074,125303,39532.166666666664,0
A18699,400000,0,2,1,0,1,-2,-2,-2,-2,-2,0,0,0,2264,0,0,0,0,4528,-2264,0,0,377.3333333333333,0
A18700,500000,0,0,1,0,0,0,0,0,0,0,435125,18716,18013,28288,12169,11550,23100,-435125,-401233,-377641,-296179,-261705,18639.333333333332,0
